area_type,availability,location,size,society,total_sqft,bath,balcony,price
2,1,Channasandra Layout,5,1577,1535,3.0,1.0,55.0
2,1,Haralur Road,3,2132,1243,2.0,2.0,46.0
2,1,Jigani,3,1440,918,2.0,2.0,63.2
2,1,Begur Road,5,1170,1500,2.0,3.0,70.0
2,1,Kasavanhalli,5,670,1476,3.0,0.0,89.0
2,0,Vijayanagar,2,709,606,1.0,0.0,34.78
3,1,Neeladri Nagar,2,2483,527,1.0,0.0,26.0
2,1,OMBR Layout,3,937,1300,2.0,2.0,80.0
3,1,Koramangala,3,1181,1140,2.0,1.0,75.2
2,0,Whitefield,5,492,2321,4.0,1.0,128.0
2,1,Sarjapur  Road,5,743,1725,3.0,3.0,90.0
2,0,Hebbal,7,139,3067,4.0,1.0,310.0
2,0,Hennur Road,5,1687,1186,2.0,1.0,63.0
2,0,Kanakpura Road,3,432,1230,2.0,1.0,85.0
2,0,Binny Pete,2,402,660,1.0,1.0,54.0
2,1,Basavangudi,3,585,1036,2.0,2.0,105.0
2,1,Old Madras Road,3,1192,1100,2.0,1.0,70.0
3,1,Electronics City Phase 1,3,1029,1015,2.0,1.0,56.0
2,1,Nehru Nagar,5,358,2167,3.0,3.0,170.0
2,1,Gopalkrishna Nagar,3,960,1165,2.0,2.0,75.0
2,1,BTM 2nd Stage,3,1198,1274,2.0,2.0,70.0
2,1,Raja Rajeshwari Nagar,3,2017,1151,2.0,2.0,39.02
2,1,Thubarahalli,5,577,1626,2.0,2.0,120.0
3,1,Raja Rajeshwari Nagar,5,1378,1570,2.0,2.0,65.0
3,1,Volagerekallahalli,3,2351,117Sq. Yards,2.0,2.0,38.0
2,1,Keerthi Layout,3,2549,780,2.0,2.0,25.0
3,1,Kereguddadahalli,3,2381,904,2.0,1.0,30.0
2,1,Shikaripalya,3,1961,1121,2.0,1.0,43.72
2,1,7th Phase JP Nagar,5,1646,1385,2.0,2.0,58.17
2,1,Sahakara Nagar,3,881,1270,2.0,1.0,69.85
2,1,Kanakpura Road,5,1483,1450,3.0,3.0,56.0
2,1,Raja Rajeshwari Nagar,5,2017,1580,3.0,3.0,53.56
2,1,Thanisandra,3,1941,1111,2.0,1.0,50.0
2,1,Varthur,3,2393,977,2.0,2.0,36.0
1,1,Sarjapur,8,379,2540,4.0,1.0,115.0
2,0,Jakkur,3,652,1290,2.0,1.0,100.0
2,1,Abbigere,3,2335,795,2.0,1.0,32.54
2,0,Kanakpura Road,3,2062,700,1.0,1.0,35.0
3,1,Ambedkar Colony,3,295,1463,1.0,1.0,142.0
1,1,Bommenahalli,8,453,1670,3.0,0.0,135.0
3,1,Jayanagar,5,159,1875,2.0,3.0,235.0
1,1,Marsur,6,431,1200,3.0,1.0,90.0
2,1,1st Phase JP Nagar,5,180,2065,4.0,1.0,210.0
2,1,Hoskote,5,2341,1225,3.0,1.0,40.0
2,0,Thanisandra,3,1180,934 - 1437,2.0,0.0,58.68
2,1,Bellandur,3,1509,900,2.0,2.0,56.0
2,0,Binny Pete,3,402,1350,2.0,1.0,91.0
2,1,Kaggalipura,2,1877,700,1.0,0.0,36.0
2,0,Mysore Road,3,2276,980 - 1030,2.0,0.0,35.175
4,1,LB Shastri Nagar,3,1716,1043,2.0,2.0,55.0
2,1,Hebbal,3,1980,1040,2.0,2.0,46.0
2,1,Tindlu,5,1345,1357,2.0,2.0,65.0
2,1,Doddathoguru,5,1388,1549,3.0,2.0,65.0
2,1,Yeshwanthpur,3,397,1400,2.0,2.0,100.0
2,1,Dodda Nekkundi,3,2055,1080,2.0,2.0,50.0
3,1,Ulsoor,3,532,1180,2.0,2.0,100.0
2,1,Domlur,5,504,1800,3.0,2.0,150.0
2,0,Haralur Road,3,676,1225,2.0,1.0,67.38
2,1,Abbigere,3,2335,1005,2.0,1.0,39.59
2,1,Whitefield,3,399,1320,2.0,1.0,95.0
2,1,Hagadur,3,2018,1110,2.0,2.0,51.0
2,0,Electronic City,3,1177,1128,2.0,1.0,65.35
2,0,Jakkur,3,187,1452.19,2.0,1.0,100.0
2,0,Banashankari,5,382,2600,4.0,1.0,135.0
2,1,Sarakki Nagar,5,88,2500,4.0,2.0,325.0
3,1,Soundarya Layout,3,2484,960,2.0,2.0,32.0
3,1,Whitefield,3,2238,735,2.0,1.0,35.0
2,1,Rajaji Nagar,9,305,2849,5.0,0.0,300.0
2,1,Hebbal,3,483,1420,2.0,1.0,99.39
2,1,Bisuvanahalli,3,2270,850,1.0,1.0,32.0
2,1,7th Phase JP Nagar,5,489,1575,2.0,2.0,110.0
2,1,Thigalarapalya,3,277,1418,2.0,2.0,104.0
2,1,Hennur Road,3,2222,1065,2.0,1.0,42.6
3,0,Electronic City Phase II,3,2453,1160,2.0,1.0,33.5
2,1,Kudlu,3,2199,1092,2.0,2.0,44.0
2,1,Parappana Agrahara,3,2075,1194,2.0,2.0,47.0
2,1,Yelahanka,5,1779,1455,3.0,1.0,61.5
2,0,Abbigere,2,2521,734,1.0,0.0,19.82
3,1,Samethanahalli,3,2105,799,2.0,1.0,38.0
2,1,Ardendale,3,2110,1100,2.0,1.0,48.0
2,0,Electronic City,3,1177,1128,2.0,1.0,65.0
2,1,Cunningham Road,5,11,3875,3.0,2.0,864.0
2,1,8th Phase JP Nagar,3,2076,1098,2.0,1.0,43.91
2,1,Dollars Layout,5,1587,1460,3.0,2.0,88.0
2,1,Varthur,3,2477,1091,2.0,1.0,32.0
2,1,Yelahanka,3,2250,1180,2.0,3.0,42.0
2,0,Kanakpura Road,3,432,1366,3.0,1.0,76.85
2,1,RMV Extension,5,964,1685,3.0,2.0,95.0
3,1,Koramangala,3,495,1260,2.0,3.0,100.0
1,1,Whitefield,6,23,3010,3.0,2.0,200.0
2,0,Whitefield,3,492,1346,2.0,1.0,96.17
2,0,Chandapura,2,2587,630,1.0,0.0,13.86
2,1,7th Phase JP Nagar,5,332,1850,3.0,2.0,140.0
2,1,Electronic City,3,1763,755,1.0,1.0,34.0
2,1,Parappana Agrahara,3,2075,1194,2.0,2.0,46.0
2,0,Hebbal,7,62,4235,4.0,2.0,365.0
2,1,Rachenahalli,5,149,2250,3.0,1.0,195.0
2,1,Vijayanagar,3,794,1352,2.0,2.0,68.0
2,1,Thanisandra,5,398,2002,3.0,2.0,112.0
1,1,Bileshivale,8,74,4000,5.0,1.0,280.0
3,1,Kaval Byrasandra,3,2143,1060,2.0,2.0,45.0
2,1,Kanakpura Road,5,1321,1419.59,2.0,1.0,59.0
2,1,Raja Rajeshwari Nagar,3,2017,1196,2.0,2.0,51.15
2,0,Electronics City Phase 1,5,1484,1595,3.0,2.0,75.0
2,1,Banashankari,3,1007,1260,2.0,3.0,75.0
2,1,Frazer Town,3,366,1550,2.0,2.0,140.0
1,0,Electronic City,8,328,4000,5.0,1.0,150.0
3,1,Akshaya Nagar,5,873,1662,3.0,2.0,85.0
2,1,Ambedkar Nagar,5,422,1862,3.0,2.0,119.0
2,1,Raja Rajeshwari Nagar,3,2017,1419,2.0,2.0,48.0
2,1,Raja Rajeshwari Nagar,5,1446,1560,2.0,2.0,62.4
2,0,Thanisandra,5,1180,1634,3.0,3.0,78.0
1,1,Ambedkar Nagar,10,43,5530,5.0,3.0,627.0
2,0,Nagavarapalya,3,726,1392,2.0,1.0,99.0
2,0,Jakkur,5,501,1798,3.0,1.0,120.0
2,1,Babusapalaya,5,1313,1675,3.0,3.0,75.0
2,0,Hebbal,5,278,1700,3.0,2.0,124.0
2,1,Hulimavu,3,1013,1248,2.0,1.0,69.0
3,1,Kalkere,3,1775,1147,2.0,1.0,54.0
2,1,Sultan Palaya,3,2301,1100,2.0,2.0,40.0
2,1,Vijayanagar,5,794,1527,3.0,2.0,115.0
2,0,Kanakpura Road,2,2062,525,1.0,1.0,25.0
2,1,Kaggadasapura,3,1610,1100,2.0,3.0,58.0
3,1,Gopal Reddy Layout,5,1076,2100,3.0,1.0,75.0
2,1,Ambalipura,3,681,1332,2.0,1.0,79.0
2,1,Haralur Road,3,2132,1243,2.0,2.0,46.0
2,1,Kasavanhalli,3,1951,1200,2.0,2.0,50.0
2,0,Ramagondanahalli,3,1879,1251,2.0,1.0,47.4
2,1,Kambipura,3,2174,883,2.0,1.0,45.0
2,1,Pai Layout,5,1296,1400,2.0,3.0,67.0
2,1,Rajaji Nagar,5,151,1800,3.0,3.0,260.0
2,1,Hegde Nagar,5,484,1703,3.0,2.0,113.0
2,1,Jigani,3,1768,933,2.0,2.0,43.0
2,1,Brookefield,3,667,1262,2.0,1.0,75.0
2,1,Yelahanka,3,1607,915,2.0,2.0,48.0
2,1,Panathur,5,1644,1370,2.0,2.0,61.5
2,1,Malleshpalya,3,1727,1210,2.0,3.0,55.0
2,1,Kodihalli,5,67,2392,4.0,2.0,260.0
2,1,Thanisandra,5,2289,1445,2.0,3.0,40.31
2,1,Uttarahalli,5,1637,1300,2.0,1.0,55.0
2,1,Jakkur,3,810,1300,2.0,1.0,85.0
2,0,Chandapura,5,2556,1185,2.0,2.0,30.22
2,1,Hennur Road,3,817,1385,2.0,1.0,83.09
2,1,Lakshminarayana Pura,3,604,1149,2.0,1.0,75.0
2,1,Sarjapur  Road,5,128,2180,3.0,2.0,170.0
1,1,Thurahalli,10,209,1200,5.0,0.0,195.0
2,1,Hulimavu,5,598,1818,3.0,1.0,135.0
2,1,Rajaji Nagar,5,151,1640,3.0,2.0,241.0
3,1,Nagarbhavi,5,1762,1350,2.0,2.0,54.6
2,0,Hoodi,3,611,1430,2.0,2.0,113.0
2,1,Sarjapur  Road,3,1758,1084,2.0,3.0,55.0
2,1,Hennur Road,5,1687,1186,2.0,1.0,56.0
3,1,Kengeri,3,1689,1255,2.0,2.0,50.0
2,1,Haralur Road,7,153,3400,5.0,3.0,240.0
2,0,Hosa Road,5,1414,1541,3.0,1.0,69.84
2,1,Iblur Village,7,117,3596,5.0,1.0,282.0
2,1,Raja Rajeshwari Nagar,3,972,1295,2.0,2.0,70.0
2,1,7th Phase JP Nagar,5,1872,1370,2.0,2.0,54.79
2,1,Electronic City,3,2085,1100,2.0,1.0,40.0
2,0,Hebbal,7,26,4772,6.0,2.0,510.0
2,1,Rajaji Nagar,3,151,1370,2.0,1.0,170.0
2,1,JP Nagar,3,1868,1200,2.0,2.0,62.0
2,1,Somasundara Palya,3,880,1178,2.0,3.0,73.0
2,1,Dasanapura,5,2119,1286,3.0,2.0,61.44
2,1,Begur Road,3,2049,1160,2.0,2.0,42.0
2,1,Jigani,3,1440,918,2.0,2.0,55.0
2,0,Electronic City,5,749,1563,3.0,2.0,91.84
2,0,Hebbal,7,62,3960,5.0,3.0,386.0
2,1,Kaggadasapura,3,1918,1325,2.0,2.0,50.0
2,1,Sonnenahalli,3,2189,1100,2.0,1.0,44.0
2,1,Cunningham Road,5,11,3875,3.0,2.0,800.0
2,1,Gollarapalya Hosahalli,5,2007,1605,3.0,2.0,50.0
2,1,Somasundara Palya,3,1320,1260,2.0,1.0,60.0
2,0,Hoodi,5,994,1553,3.0,2.0,83.09
2,1,Whitefield,3,1580,1280,2.0,2.0,52.0
2,1,Hebbal,5,1417,1550,2.0,2.0,75.0
2,1,Murugeshpalya,5,1095,1550,3.0,2.0,74.0
2,1,Electronics City Phase 1,5,961,1515,2.0,1.0,80.91
2,0,Hosa Road,5,1239,1332,2.0,1.0,86.12
2,1,Electronic City,5,1166,1652,3.0,2.0,70.0
2,1,Hegde Nagar,5,560,1570,3.0,1.0,105.0
1,1,Sarjapur  Road,8,128,5400,4.0,3.0,725.0
2,1,Sector 2 HSR Layout,2,988,794,1.0,1.0,60.0
3,1,7th Phase JP Nagar,8,49,3600,3.0,2.0,410.0
2,1,HRBR Layout,5,144,2800,3.0,2.0,250.0
2,1,Sarjapur  Road,5,531,1750,3.0,2.0,110.0
2,0,Kanakpura Road,5,2062,1100,3.0,2.0,53.0
2,1,Kadubeesanahalli,5,1416,1665,3.0,3.0,70.0
1,1,Outer Ring Road East,8,64,4051,4.0,3.0,345.0
3,1,Bommasandra,5,924,1447,3.0,2.0,80.0
3,1,Balagere,3,1510,1012,2.0,1.0,75.0
2,1,Malleshpalya,5,1565,1900,3.0,2.0,60.0
2,1,Narayanapura,3,570,1308,2.0,2.0,92.66
2,0,Gunjur,3,2059,1140,2.0,2.0,49.11
2,0,Jakkur,7,187,2249.81 - 4112.19,4.0,0.0,260.5
2,1,Kanakapura,5,2247,1290,3.0,3.0,45.15
2,1,Ambedkar Nagar,3,422,1424,2.0,2.0,90.0
3,1,Akshaya Nagar,5,873,1662,3.0,2.0,85.5
2,1,Shanthala Nagar,9,0,8321,5.0,3.0,2700.0
2,1,Begur Road,3,2049,1200,2.0,2.0,45.0
2,1,Battarahalli,5,679,1777,3.0,2.0,100.0
2,0,Anandapura,5,2013,1576,3.0,2.0,59.1
2,0,Raja Rajeshwari Nagar,2,1396,648,1.0,1.0,31.75
2,1,Neeladri Nagar,5,2483,1167,2.0,1.0,38.0
2,1,Kogilu,5,81,2350,5.0,1.0,327.0
3,1,Cleveland Town,5,282,1991,3.0,2.0,160.0
2,1,Rachenahalli,5,524,2721,3.0,2.0,113.0
2,1,Thanisandra,5,892,2000,3.0,2.0,99.0
2,1,Whitefield,7,303,2500,4.0,3.0,155.0
2,1,Mallasandra,3,1167,1325,2.0,2.0,70.0
2,0,Kadugodi,3,605,1314,2.0,3.0,68.2
3,1,Kada Agrahara,5,1333,2220,4.0,2.0,65.0
2,0,KR Puram,3,1967,1070 - 1315,2.0,0.0,51.22
2,0,Hebbal,3,483,1420,2.0,1.0,99.39
2,1,Sarjapur  Road,5,785,1888,4.0,1.0,95.0
2,0,JP Nagar,3,573,1300,2.0,1.0,90.87
2,0,Rajaji Nagar,3,305,1216,2.0,0.0,97.16
2,1,Harlur,3,682,1290,2.0,1.0,87.0
3,1,Koramangala,3,193,1900,2.0,1.0,200.0
3,1,Sarjapur  Road,5,1968,1300,3.0,2.0,60.0
2,1,Channasandra,3,2392,1115,2.0,1.0,33.45
2,1,Rajaji Nagar,5,58,2409,3.0,2.0,360.0
2,1,Ambedkar Nagar,5,422,2150,4.0,2.0,125.0
2,0,Marathahalli,5,1905,1305,2.0,1.0,69.0
2,0,Kanakpura Road,3,1482,1252,2.0,1.0,56.32
2,1,Electronic City Phase II,3,2390,545,1.0,1.0,35.0
2,1,Subramanyapura,3,1014,1313,2.0,2.0,66.5
2,1,JCR Layout,3,2275,1160,2.0,1.0,41.75
2,1,Subramanyapura,5,1028,1255,2.0,2.0,79.0
3,1,Bellari Road,3,2166,900,2.0,1.0,45.0
2,1,Yelahanka New Town,5,1156,1700,3.0,2.0,90.0
4,1,Indira Nagar,5,339,1875,3.0,1.0,180.0
4,1,Uttarahalli,5,750,1700,3.0,2.0,88.0
2,1,Harlur,5,682,1749,3.0,2.0,115.0
3,1,Abbaiah Reddy Layout,3,1950,1200,2.0,2.0,50.0
2,1,Ramagondanahalli,5,356,1610,2.0,2.0,115.0
2,1,Electronic City,3,1763,1070,2.0,1.0,46.0
3,1,Indira Nagar,3,603,1210,2.0,1.0,102.0
2,1,Thigalarapalya,7,277,4190,4.0,3.0,380.0
2,1,Tata Nagar,3,1215,1364,2.0,2.0,70.0
2,1,Whitefield,7,223,2268,3.0,0.0,146.0
3,1,Magadi Road,3,1723,1345,2.0,2.0,55.0
2,1,Mylasandra,3,2026,1110,2.0,2.0,41.0
3,1,Kengeri,3,2374,750,2.0,1.0,36.0
3,1,Motappa Layout,3,1692,1156,2.0,2.0,49.5
2,1,Pattandur Agrahara,3,1489,1247,2.0,1.0,59.8
2,1,Kaggalipura,3,1877,950,2.0,1.0,48.0
2,0,Vijayanagar,5,709,1520,2.0,1.0,103.0
2,1,Hennur Road,5,266,2350,3.0,2.0,174.0
2,1, Devarabeesana Halli,5,310,1672,3.0,2.0,150.0
1,0,Whitefield,8,492,500Sq. Yards,4.0,2.0,378.0
2,0,Bommasandra,3,2181,920,2.0,1.0,37.46
1,0,Sarjapur  Road,6,516,1200,3.0,2.0,70.0
3,1,Brindavan Nagar,5,567,1250,3.0,2.0,139.0
2,1,HSR Layout,3,2072,1140,2.0,2.0,46.0
2,1,Haralur Road,3,1677,1464,2.0,2.0,56.0
2,1,Ambedkar Colony,3,295,1468,3.0,2.0,130.0
2,1,Electronics City Phase 1,5,961,1555,2.0,1.0,82.0
3,1,Whitefield,3,1701,1150,2.0,0.0,55.0
2,1,Seetharampalya,3,1506,1166,2.0,1.0,53.0
1,1,Konanakunte,6,66,2779,3.0,1.0,317.0
2,1,Electronic City,5,2196,1350,3.0,2.0,58.0
3,1,Kanaka Nagar,5,2051,1190,3.0,1.0,55.0
2,1,Kodichikkanahalli,5,925,1495,2.0,2.0,75.0
3,1,Indira Nagar,3,584,1224,2.0,2.0,105.0
2,1,Banashankari Stage III,5,1274,1350,2.0,2.0,68.0
3,1,Green Glen Layout,3,1664,940,2.0,1.0,56.8
2,1,Raja Rajeshwari Nagar,3,1711,1100,2.0,1.0,55.0
2,1,Kaikondrahalli,3,1497,1300,2.0,2.0,61.0
1,0,Sarjapur  Road,6,197,2600,3.0,2.0,200.0
2,0,Yelahanka,5,1472,1517,3.0,2.0,76.3
2,1,Marathahalli,3,825,1365,2.0,2.0,73.0
2,1,Electronic City,3,2579,1000,2.0,3.0,25.0
2,1,CV Raman Nagar,3,498,1392,2.0,1.0,98.0
2,1,Hennur Road,5,678,1586,3.0,3.0,93.94
2,0,Electronic City Phase II,3,2453,1065,2.0,1.0,30.75
3,1,7th Phase JP Nagar,5,489,1575,2.0,2.0,120.0
2,1,Gubbalala,5,594,1745,3.0,2.0,110.0
2,1,Nagarbhavi,3,1544,1223,2.0,1.0,60.0
2,1,Basaveshwara Nagar,3,759,1200,2.0,0.0,90.0
2,0,Binny Pete,2,402,665,1.0,1.0,46.08
2,1,Bharathi Nagar,3,973,1351,2.0,2.0,70.0
2,0,Hebbal,5,884,1355,3.0,1.0,83.87
2,1,Panathur,5,1644,1370,2.0,2.0,75.0
3,1,Hoodi,3,1900,1247,2.0,0.0,53.0
2,0,Balagere,3,1510,1020.07,2.0,1.0,68.38
3,1,B Narayanapura,5,1107,1460,2.0,3.0,73.0
2,1,Yelahanka,7,721,2806 - 3019,6.0,0.0,125.5
2,0,Hosa Road,5,564,1665,2.0,3.0,125.0
2,0,Kanakapura,3,1288,1295,2.0,2.0,64.0
2,0,Haralur Road,3,676,1230,2.0,1.0,78.0
2,1,Kaggalipura,3,1877,1000,2.0,1.0,60.0
2,0,Whitefield,2,718,613 - 648,1.0,0.0,32.79
2,1,Thanisandra,5,398,1697,3.0,2.0,115.0
2,1,Whitefield,7,183,3537,5.0,3.0,210.0
2,0,Hosa Road,2,1239,615,1.0,1.0,28.29
3,1,Banashankari,5,875,1350,2.0,0.0,83.0
2,0,Jalahalli,3,2475,1083,2.0,1.0,32.49
2,1,Gottigere,5,1897,1460,2.0,2.0,65.0
2,0,Bommasandra,3,2181,1035,2.0,1.0,41.43
2,1,Hosur Road,2,2570,460,1.0,1.0,21.0
2,1,Whitefield,3,1508,1285,2.0,2.0,55.9
1,1,Sarjapur,6,1017,1200,3.0,2.0,78.0
3,1,Raghuvanahalli,3,2415,1070,2.0,1.0,35.0
2,1,Hegde Nagar,5,429,1801,3.0,2.0,140.0
2,0,Whitefield,5,492,1697,3.0,2.0,115.0
2,1,AECS Layout,3,1385,1199,2.0,2.0,65.0
2,1,Iblur Village,5,117,2300,3.0,1.0,220.0
2,1,Marathahalli,7,224,3800,4.0,3.0,205.0
2,1,Wilson Garden,3,510,1125,2.0,1.0,75.0
3,1,Subramanyapura,3,2221,1050,2.0,3.0,41.0
3,1,Nagarbhavi,3,1993,956,2.0,1.0,49.0
2,1,Sarjapur,3,2336,1000,2.0,2.0,30.0
3,1,Dooravani Nagar,5,454,1596,3.0,0.0,95.0
2,0,Kanakpura Road,3,574,1296,2.0,3.0,89.06
3,1,Challaghatta,5,456,1639,3.0,3.0,123.0
2,1,Electronic City Phase II,3,1781,1219,2.0,1.0,61.25
2,1,Yeshwanthpur,5,1116,2559,3.0,2.0,141.0
2,0,Bannerghatta Road,5,1896,1427,2.0,2.0,48.51
3,1,Ramagondanahalli,3,1223,920,2.0,3.0,65.0
2,1,Lingadheeranahalli,5,494,1530,2.0,2.0,90.0
2,1,Nehru Nagar,7,730,2363,5.0,2.0,120.0
2,1,Marathahalli,7,224,3895,4.0,3.0,220.0
2,0,Jakkur,5,187,1950,3.0,2.0,131.0
3,1,Hoysalanagar,3,1885,885,2.0,3.0,40.0
2,1,Kanakpura Road,3,957,1339,2.0,2.0,62.0
2,1,Whitefield,3,2311,1130,2.0,1.0,36.0
3,1,Yeshwanthpur,5,1116,1430,3.0,2.0,72.0
4,0,Bhoganhalli,7,784,1451.5,4.0,1.0,121.0
3,1,KR Garden,3,1429,925,2.0,2.0,63.0
2,1,Bellandur,7,162,3016,4.0,3.0,230.0
2,1,Whitefield,3,2290,1215,2.0,2.0,39.0
2,1,Lakshminarayana Pura,3,595,1336,2.0,2.0,100.0
2,1,Yeshwanthpur,2,1116,673,1.0,1.0,36.85
2,1,Kanakpura Road,3,1483,1470,2.0,2.0,61.74
2,1,Marathahalli,5,825,1785,3.0,2.0,94.0
2,1,Yelahanka New Town,2,2410,650,1.0,1.0,20.0
2,1,Thanisandra,3,2063,1220,2.0,1.0,43.92
2,1,Dooravani Nagar,5,454,1570,3.0,1.0,115.0
2,1,Mallasandra,5,783,1665,3.0,2.0,86.91
1,1,Sarjapur  Road,8,128,4000,5.0,2.0,600.0
2,1,Kathriguppe,5,918,1350,2.0,1.0,87.01
3,1,Kasavanhalli,5,497,1719,3.0,2.0,116.0
2,1,Budigere,2,1179,664,1.0,1.0,35.0
2,0,Sonnenahalli,3,1597,1011,2.0,1.0,50.53
2,1,Yeshwanthpur,3,2111,704 - 730,2.0,0.0,49.475
2,1,Whitefield,5,318,1520,2.0,2.0,150.0
4,1,Uttarahalli,5,1808,1350,2.0,2.0,53.0
2,1,Pattandur Agrahara,3,2389,875,2.0,1.0,33.0
2,1,Hennur,3,1997,1231,2.0,2.0,48.0
2,1,Somasundara Palya,3,1176,1174,2.0,3.0,74.0
3,1,Munnekollal,5,1084,1560,3.0,3.0,75.0
3,1,Sahyadri Layout,5,233,1750,3.0,1.0,180.0
2,1,Kodihalli,5,67,2408,4.0,2.0,260.0
2,1,Devanahalli,3,1840,1080,2.0,1.0,44.0
2,1,Begur Road,5,2049,1500,2.0,3.0,55.0
2,1,Channasandra,3,2392,1030,2.0,1.0,34.5
2,0,Hebbal,3,483,1440,2.0,1.0,115.0
3,1,Hoodi,3,733,1500,2.0,1.0,84.0
3,1,Bagalur,3,1791,1200,2.0,3.0,50.0
2,1,Harlur,5,682,2240,5.0,2.0,155.0
2,1,Hegde Nagar,5,560,1584.01,3.0,1.0,103.0
2,1,P Krishnappa Layout,5,998,1340,3.0,3.0,77.0
2,1,Green Garden Layout,5,1197,1800,3.0,2.0,70.0
2,0,Sarjapur  Road,2,1667,685,1.0,1.0,40.0
2,1,Kalkere,3,1764,925,2.0,3.0,42.0
2,1,Crimson Layout,3,1171,1230,2.0,2.0,57.0
2,1,Kodichikkanahalli,3,1863,1125,2.0,1.0,52.0
1,0,Jigani,6,217,2400,3.0,2.0,149.0
2,0,Electronic City Phase II,5,2453,1400,2.0,2.0,41.58
2,1,Jakkur,5,501,1858,3.0,1.0,98.3
3,1,Ambedkar Nagar,7,422,3530,4.0,2.0,290.0
3,1,Kudlu Gate,5,952,1335,3.0,2.0,89.0
2,1,Kundalahalli,5,572,1397,3.0,2.0,110.0
1,1,Yelahanka New Town,4,2410,1200,2.0,1.0,130.0
2,1,Raja Rajeshwari Nagar,3,2017,1140,2.0,2.0,38.55
2,0,Kanakpura Road,2,2062,525,1.0,1.0,30.0
2,0,Balagere,3,1510,1205.47,2.0,1.0,81.0
2,1,Electronic City,5,1188,1700,3.0,2.0,75.0
2,0,Kanakpura Road,3,1482,1090,2.0,1.0,54.54
2,0,Thanisandra,2,1180,923,1.0,1.0,60.84
2,0,Muthurayya Swamy Layout,7,92,3595,6.0,2.0,360.0
2,1,Green Glen Layout,3,2022,1050,2.0,2.0,48.0
2,1,Whitefield,3,565,1495,2.0,2.0,79.5
2,1,Electronic City,5,2085,1400,2.0,1.0,48.0
2,1,Sarjapur  Road,3,2047,944,2.0,1.0,35.0
2,0,Whitefield,3,492,1216,2.0,1.0,66.48
2,1,Thanisandra,5,833,1743,3.0,2.0,93.25
2,1,Yelahanka,3,1798,1274,2.0,2.0,48.42
2,1,Mysore Road,5,713,1512,2.0,2.0,110.0
3,1,Doddathoguru,5,1705,1875,3.0,1.0,55.0
2,1,Anandapura,3,2013,1151,2.0,1.0,43.1
1,1,Bommenahalli,6,453,832,3.0,1.0,77.0
2,1,Sarjapur  Road,3,2088,915,2.0,1.0,38.0
2,0,Bannerghatta Road,3,2062,1115,2.0,1.0,65.12
2,1,Thigalarapalya,5,277,2072,4.0,2.0,139.0
2,1,Kaggadasapura,3,1805,1200,2.0,2.0,53.0
2,1,Singasandra,3,1326,1300,2.0,2.0,65.0
2,1,Bellandur,3,837,1457,2.0,2.0,85.0
2,1,Kannamangala,3,1522,1262,2.0,2.0,55.0
3,1,Attibele,2,2590,420,1.0,1.0,17.0
2,1,HSR Layout,3,1264,1127,2.0,1.0,68.0
2,0,Kundalahalli,5,572,1397,3.0,2.0,104.0
2,0,Jakkur,3,652,1230,2.0,1.0,76.0
2,0,Sarjapur  Road,3,2340,858,2.0,1.0,31.57
2,0,Talaghattapura,5,374,1868,3.0,1.0,121.0
2,1,Uttarahalli,5,750,1689.28,3.0,2.0,91.2
2,1,Uttarahalli,5,813,1310,2.0,1.0,85.0
2,0,Kundalahalli,5,572,1397,3.0,3.0,108.0
2,0,Sarjapur,3,2307,1157,2.0,1.0,40.0
2,1,Sonnenahalli,3,1903,1157,2.0,1.0,42.0
2,1,Sarjapur  Road,3,899,1241,2.0,1.0,82.0
2,0,Binny Pete,2,402,660,1.0,1.0,62.0
3,1,Marathahalli,7,224,4000,4.0,3.0,220.0
2,1,Rajiv Nagar,7,355,2340,4.0,1.0,148.0
3,1,Venkatadri Layout,2,2239,596,1.0,1.0,42.0
1,1,Kyalasanahalli,8,534,1200,4.0,3.0,110.0
2,1,Ambedkar Colony,5,295,1910,3.0,1.0,190.0
2,1,Brookefield,3,922,1139,2.0,2.0,80.0
2,1,Thigalarapalya,7,277,3122,5.0,2.0,225.0
2,1,Yeshwanthpur,3,1116,1168,2.0,2.0,64.08
3,0,Electronics City Phase 1,3,1484,1340,2.0,2.0,75.0
3,1,B Narayanapura,5,1204,1405,2.0,2.0,70.0
3,1, Devarabeesana Halli,5,310,1750,3.0,3.0,149.0
2,1,Motappa Layout,5,1692,1360,2.0,1.0,65.0
2,0,Byrasandra,3,1426,985,2.0,1.0,63.0
2,1,7th Phase JP Nagar,5,332,1850,3.0,2.0,150.0
2,1,Rustam Bagh Layout,5,802,1490,2.0,3.0,88.0
2,1,Byagadadhenahalli,3,2541,620,1.0,1.0,25.0
2,1,Yelachenahalli,3,913,1080,2.0,2.0,55.0
2,1,Begur Road,5,2049,1410,2.0,3.0,52.17
2,1,Hennur Road,5,817,1290,2.0,1.0,94.5
2,0,Hosa Road,5,1239,1318,2.0,1.0,85.28
2,1,Electronic City,3,1177,1128,2.0,1.0,68.0
1,1,Meenakunte,8,137,4428,4.0,2.0,255.0
2,0,Kanakpura Road,3,1482,1051,2.0,2.0,56.74
1,1,Kannamangala,8,405,2400,4.0,1.0,130.0
2,1,Yelahanka,3,740,1327,2.0,3.0,85.0
2,1,Thigalarapalya,7,277,2912,6.0,2.0,210.0
2,1,Basapura,3,1785,1301,2.0,2.0,55.0
